job,marital,default,housing,loan,poutcome,y
admin.,married,no,unknown,unknown,nonexistent,0
blue-collar,single,unknown,yes,no,nonexistent,0
services,single,no,yes,no,nonexistent,0
retired,married,no,no,no,nonexistent,0
technician,single,no,yes,no,nonexistent,0
student,divorced,no,no,yes,nonexistent,0
management,married,no,yes,no,nonexistent,0
blue-collar,married,no,yes,no,nonexistent,0
technician,divorced,no,no,no,failure,0
technician,single,unknown,yes,no,nonexistent,0
admin.,single,no,yes,no,failure,0
admin.,married,no,no,no,nonexistent,1
services,single,no,yes,no,nonexistent,1
technician,married,no,yes,no,nonexistent,0
admin.,divorced,unknown,yes,no,nonexistent,0
admin.,single,no,yes,no,nonexistent,1
services,single,no,yes,no,nonexistent,0
blue-collar,married,unknown,no,no,nonexistent,0
blue-collar,married,no,yes,no,failure,0
services,married,no,no,no,nonexistent,0
management,single,no,no,no,nonexistent,0
services,married,unknown,no,no,nonexistent,0
self-employed,divorced,unknown,yes,no,nonexistent,0
technician,single,no,yes,no,nonexistent,0
technician,single,no,yes,no,failure,0
housemaid,married,no,yes,no,nonexistent,0
blue-collar,married,unknown,yes,no,nonexistent,0
housemaid,married,no,yes,no,nonexistent,0
admin.,married,no,yes,no,nonexistent,0
admin.,married,no,no,no,success,0
housemaid,married,no,no,no,nonexistent,0
entrepreneur,married,no,no,no,nonexistent,0
entrepreneur,married,no,no,no,nonexistent,0
technician,married,no,no,no,nonexistent,0
services,single,no,no,no,failure,1
services,married,unknown,yes,yes,nonexistent,0
blue-collar,married,no,no,no,nonexistent,0
retired,divorced,no,yes,no,success,0
retired,married,no,yes,no,failure,1
admin.,married,no,yes,no,nonexistent,0
services,married,no,yes,no,nonexistent,0
technician,married,no,yes,no,nonexistent,0
technician,married,no,yes,yes,nonexistent,0
blue-collar,single,unknown,no,no,nonexistent,0
technician,single,no,no,no,failure,0
technician,married,no,yes,yes,nonexistent,0
blue-collar,married,no,yes,yes,nonexistent,0
admin.,married,no,yes,no,success,1
technician,single,no,no,no,failure,0
technician,married,no,yes,no,nonexistent,0
student,single,no,no,no,nonexistent,0
blue-collar,married,no,no,no,nonexistent,0
technician,married,unknown,no,no,nonexistent,0
admin.,married,no,yes,no,nonexistent,0
technician,divorced,no,no,no,nonexistent,0
services,married,no,yes,no,nonexistent,0
admin.,single,no,yes,no,nonexistent,0
blue-collar,divorced,no,yes,no,nonexistent,0
retired,married,unknown,no,no,nonexistent,0
services,divorced,no,no,no,failure,0
admin.,married,no,no,no,nonexistent,0
blue-collar,married,unknown,no,no,nonexistent,0
housemaid,married,no,unknown,unknown,nonexistent,0
technician,divorced,no,yes,no,nonexistent,0
technician,single,no,yes,no,nonexistent,0
admin.,married,no,yes,no,nonexistent,0
retired,married,no,no,no,nonexistent,0
technician,married,no,yes,no,nonexistent,0
admin.,single,no,no,yes,failure,0
retired,married,no,no,yes,nonexistent,0
self-employed,married,unknown,yes,no,nonexistent,0
blue-collar,single,no,yes,no,nonexistent,0
housemaid,married,unknown,yes,no,nonexistent,0
admin.,single,no,yes,no,nonexistent,0
admin.,single,no,yes,no,success,1
admin.,married,no,no,no,nonexistent,0
blue-collar,married,unknown,yes,no,nonexistent,0
blue-collar,married,no,no,no,failure,0
technician,single,no,yes,yes,nonexistent,0
technician,married,no,no,no,nonexistent,0
admin.,married,unknown,yes,no,nonexistent,1
services,married,no,no,no,failure,0
blue-collar,married,no,no,no,nonexistent,0
admin.,married,no,yes,no,nonexistent,0
technician,married,no,yes,no,nonexistent,0
admin.,single,no,no,no,nonexistent,0
technician,married,unknown,yes,yes,nonexistent,0
blue-collar,married,no,yes,yes,failure,0
services,married,no,no,no,nonexistent,0
technician,married,no,yes,no,nonexistent,0
self-employed,married,unknown,no,no,nonexistent,0
admin.,divorced,no,no,no,nonexistent,0
services,divorced,no,no,no,nonexistent,0
technician,married,no,yes,no,success,1
blue-collar,married,unknown,no,no,nonexistent,0
admin.,married,unknown,no,no,nonexistent,0
admin.,single,no,no,no,nonexistent,0
admin.,married,no,yes,no,failure,0
technician,married,unknown,no,no,nonexistent,0
services,single,no,no,no,nonexistent,0
technician,married,unknown,no,no,nonexistent,0
admin.,married,unknown,yes,no,nonexistent,0
admin.,married,unknown,unknown,unknown,nonexistent,0
blue-collar,married,unknown,no,no,nonexistent,0
technician,married,no,no,no,nonexistent,0
blue-collar,married,no,no,no,nonexistent,0
blue-collar,married,no,yes,yes,nonexistent,0
management,married,no,yes,no,nonexistent,0
unknown,married,unknown,no,no,nonexistent,0
blue-collar,married,unknown,no,no,nonexistent,0
technician,divorced,no,no,yes,nonexistent,0
management,married,no,yes,yes,nonexistent,0
blue-collar,single,no,no,no,nonexistent,0
blue-collar,married,unknown,no,no,nonexistent,0
services,married,no,no,no,nonexistent,0
blue-collar,married,no,no,no,nonexistent,0
self-employed,divorced,unknown,no,no,nonexistent,0
admin.,single,no,yes,yes,nonexistent,0
management,married,no,yes,no,nonexistent,1
student,single,no,yes,yes,nonexistent,0
admin.,married,no,no,no,nonexistent,0
admin.,married,no,yes,no,success,0
blue-collar,married,no,no,no,nonexistent,0
retired,married,no,no,no,nonexistent,0
admin.,single,no,no,no,nonexistent,0
blue-collar,married,no,no,no,nonexistent,0
admin.,divorced,no,yes,no,nonexistent,0
admin.,married,no,no,no,nonexistent,0
management,single,no,no,no,nonexistent,0
blue-collar,married,unknown,no,no,nonexistent,0
blue-collar,married,no,yes,no,nonexistent,0
technician,married,no,yes,no,nonexistent,0
blue-collar,single,no,no,no,nonexistent,0
technician,divorced,unknown,yes,no,nonexistent,0
technician,divorced,no,yes,yes,nonexistent,0
technician,single,no,yes,no,success,1
blue-collar,married,unknown,no,no,nonexistent,0
entrepreneur,married,no,yes,yes,nonexistent,0
services,married,no,no,yes,nonexistent,0
technician,divorced,no,no,no,success,1
services,married,unknown,no,yes,nonexistent,0
housemaid,single,unknown,yes,yes,nonexistent,0
student,single,no,no,yes,failure,1
blue-collar,married,no,yes,no,nonexistent,0
blue-collar,married,no,yes,yes,nonexistent,0
blue-collar,married,unknown,yes,no,nonexistent,0
services,divorced,no,yes,no,nonexistent,0
services,married,no,yes,no,nonexistent,1
technician,married,no,yes,no,nonexistent,0
entrepreneur,single,no,no,no,nonexistent,0
technician,married,unknown,no,no,nonexistent,0
admin.,married,no,yes,no,failure,0
admin.,married,no,yes,no,nonexistent,0
unemployed,married,no,yes,no,nonexistent,0
technician,married,no,no,no,nonexistent,1
blue-collar,married,no,yes,no,nonexistent,0
self-employed,divorced,unknown,no,no,nonexistent,0
management,married,no,yes,no,nonexistent,0
blue-collar,married,no,yes,yes,nonexistent,0
services,married,no,yes,no,nonexistent,0
housemaid,married,unknown,yes,yes,nonexistent,0
blue-collar,divorced,no,no,no,nonexistent,0
blue-collar,married,unknown,yes,no,nonexistent,0
services,single,no,no,yes,failure,0
blue-collar,married,no,no,no,nonexistent,0
admin.,married,no,no,yes,nonexistent,0
admin.,married,no,yes,no,failure,0
admin.,married,no,yes,no,nonexistent,0
admin.,married,no,yes,no,nonexistent,0
admin.,married,no,yes,no,nonexistent,0
admin.,married,no,yes,no,nonexistent,0
entrepreneur,married,no,yes,no,nonexistent,0
housemaid,divorced,unknown,no,no,nonexistent,0
admin.,divorced,no,no,no,nonexistent,0
blue-collar,married,no,no,no,nonexistent,0
technician,divorced,no,no,no,nonexistent,0
services,married,unknown,yes,yes,failure,0
housemaid,single,no,yes,no,nonexistent,1
services,married,no,no,no,failure,0
admin.,single,unknown,yes,yes,nonexistent,0
management,single,no,yes,no,nonexistent,0
blue-collar,married,no,yes,no,nonexistent,0
management,single,no,no,no,nonexistent,0
technician,single,no,yes,no,nonexistent,0
admin.,single,no,yes,no,nonexistent,0
entrepreneur,married,no,yes,no,nonexistent,0
blue-collar,married,unknown,no,no,nonexistent,0
technician,divorced,no,no,no,success,1
technician,single,no,no,no,nonexistent,1
admin.,married,no,no,no,nonexistent,0
management,single,no,yes,no,nonexistent,0
blue-collar,married,no,no,no,nonexistent,0
technician,divorced,no,yes,no,nonexistent,0
admin.,single,no,no,no,nonexistent,0
student,single,no,no,no,success,0
admin.,divorced,no,yes,no,success,0
management,married,no,no,no,nonexistent,0
blue-collar,married,no,yes,no,nonexistent,0
housemaid,married,unknown,no,no,nonexistent,0
technician,single,no,yes,no,nonexistent,0
technician,married,unknown,no,no,nonexistent,0
technician,single,no,yes,no,nonexistent,0
technician,married,no,yes,no,failure,0
services,single,no,yes,no,nonexistent,0
blue-collar,married,no,yes,no,nonexistent,0
admin.,married,no,yes,no,nonexistent,0
technician,single,unknown,no,no,nonexistent,0
management,single,no,yes,no,nonexistent,0
blue-collar,divorced,no,yes,no,nonexistent,0
services,single,no,no,no,nonexistent,0
admin.,divorced,no,no,no,nonexistent,0
services,married,unknown,no,no,nonexistent,0
housemaid,divorced,no,no,no,nonexistent,0
blue-collar,single,no,no,no,failure,0
student,married,no,no,no,nonexistent,1
management,single,no,no,no,nonexistent,0
blue-collar,married,unknown,no,no,nonexistent,0
retired,married,no,yes,no,nonexistent,1
services,married,no,yes,no,nonexistent,0
technician,single,no,yes,no,nonexistent,0
blue-collar,married,no,yes,no,failure,0
management,married,unknown,no,yes,nonexistent,0
technician,divorced,no,no,no,nonexistent,0
technician,married,no,no,no,nonexistent,0
unknown,single,no,yes,yes,success,0
entrepreneur,divorced,no,yes,no,nonexistent,0
retired,married,no,yes,no,failure,0
admin.,single,no,no,no,nonexistent,0
technician,married,no,yes,no,nonexistent,0
technician,single,no,yes,no,nonexistent,0
technician,married,no,no,no,nonexistent,0
technician,married,no,no,no,nonexistent,0
services,married,no,no,no,nonexistent,1
management,married,unknown,yes,no,nonexistent,0
services,married,unknown,no,no,nonexistent,0
technician,married,no,yes,no,nonexistent,0
services,married,no,yes,no,nonexistent,0
admin.,single,no,no,no,nonexistent,1
services,single,no,yes,no,nonexistent,0
technician,married,unknown,no,no,nonexistent,0
services,married,unknown,no,no,nonexistent,0
entrepreneur,single,no,no,no,nonexistent,0
services,married,no,no,no,nonexistent,0
admin.,married,no,yes,no,nonexistent,0
technician,married,no,yes,no,failure,0
housemaid,married,unknown,no,no,nonexistent,0
blue-collar,single,no,no,no,nonexistent,0
admin.,married,no,no,no,nonexistent,0
housemaid,married,no,no,no,failure,0
admin.,married,no,yes,no,failure,0
technician,married,unknown,yes,yes,nonexistent,1
management,married,unknown,yes,no,nonexistent,0
self-employed,single,no,no,no,nonexistent,0
technician,married,no,yes,no,nonexistent,0
admin.,married,no,no,no,nonexistent,0
admin.,single,no,yes,no,nonexistent,0
management,married,no,yes,no,nonexistent,0
admin.,married,no,yes,no,failure,0
blue-collar,divorced,no,yes,no,nonexistent,0
technician,married,no,no,no,nonexistent,0
blue-collar,married,no,no,no,nonexistent,0
management,married,no,yes,yes,failure,0
technician,married,no,no,yes,nonexistent,0
admin.,single,no,no,no,nonexistent,1
self-employed,single,no,no,no,nonexistent,0
technician,married,no,yes,no,nonexistent,1
admin.,married,no,no,no,failure,0
management,married,no,unknown,unknown,nonexistent,0
unemployed,married,no,yes,no,nonexistent,1
admin.,married,no,yes,no,nonexistent,0
retired,married,no,no,no,nonexistent,0
technician,married,no,yes,no,nonexistent,1
self-employed,married,no,yes,no,nonexistent,0
services,divorced,no,yes,no,nonexistent,0
technician,single,no,yes,no,nonexistent,0
technician,married,no,yes,no,nonexistent,0
technician,single,no,yes,no,nonexistent,0
unemployed,married,no,no,yes,nonexistent,0
admin.,married,unknown,no,no,nonexistent,0
housemaid,married,no,no,no,nonexistent,0
housemaid,married,no,no,yes,nonexistent,0
self-employed,married,no,no,no,nonexistent,0
unknown,married,no,no,yes,nonexistent,0
management,married,no,yes,no,nonexistent,0
services,married,unknown,yes,no,nonexistent,0
blue-collar,divorced,unknown,no,no,nonexistent,0
admin.,married,no,yes,no,nonexistent,0
technician,married,no,unknown,unknown,nonexistent,0
services,married,no,no,no,failure,0
services,married,unknown,yes,no,nonexistent,1
technician,married,no,yes,no,nonexistent,0
admin.,single,no,yes,no,nonexistent,0
self-employed,married,no,yes,no,nonexistent,0
entrepreneur,married,unknown,yes,no,nonexistent,0
technician,married,no,no,no,nonexistent,0
services,married,no,no,no,nonexistent,0
unemployed,divorced,unknown,yes,no,failure,0
admin.,divorced,no,no,no,nonexistent,0
blue-collar,married,unknown,yes,no,nonexistent,0
blue-collar,married,no,no,no,nonexistent,0
services,married,no,no,no,nonexistent,0
admin.,married,unknown,yes,no,nonexistent,0
management,married,no,unknown,unknown,nonexistent,0
admin.,married,no,yes,no,nonexistent,0
blue-collar,divorced,no,yes,no,nonexistent,0
admin.,married,no,yes,no,failure,0
retired,divorced,no,yes,no,nonexistent,1
admin.,divorced,no,no,no,nonexistent,0
management,married,no,yes,no,nonexistent,0
unemployed,married,no,no,no,nonexistent,0
technician,single,no,yes,no,nonexistent,0
student,single,no,no,no,nonexistent,0
blue-collar,married,unknown,yes,yes,nonexistent,0
admin.,single,no,yes,no,nonexistent,1
retired,divorced,no,no,no,nonexistent,0
services,married,unknown,yes,no,nonexistent,0
self-employed,single,no,unknown,unknown,nonexistent,0
technician,married,no,yes,no,nonexistent,0
admin.,single,no,yes,no,nonexistent,0
blue-collar,married,unknown,no,no,nonexistent,0
retired,divorced,no,no,no,nonexistent,0
admin.,divorced,no,no,no,nonexistent,0
technician,married,no,no,no,nonexistent,0
admin.,married,no,yes,yes,nonexistent,0
blue-collar,married,no,yes,no,nonexistent,0
technician,married,no,yes,no,nonexistent,1
management,married,no,yes,no,nonexistent,0
services,married,no,no,no,nonexistent,0
entrepreneur,unknown,no,yes,yes,failure,0
blue-collar,married,no,no,no,nonexistent,1
blue-collar,married,unknown,yes,no,nonexistent,0
blue-collar,married,unknown,no,yes,nonexistent,0
admin.,married,no,yes,no,success,1
admin.,married,no,yes,no,nonexistent,0
admin.,married,unknown,yes,yes,nonexistent,0
self-employed,single,no,yes,no,failure,0
blue-collar,married,no,no,no,nonexistent,0
technician,married,no,yes,yes,nonexistent,0
housemaid,married,no,yes,no,nonexistent,0
entrepreneur,married,no,no,no,nonexistent,0
technician,married,no,yes,no,nonexistent,0
admin.,single,unknown,no,no,nonexistent,0
admin.,married,no,yes,no,nonexistent,0
technician,single,no,yes,no,nonexistent,0
blue-collar,married,no,yes,no,nonexistent,0
blue-collar,married,no,yes,no,nonexistent,1
admin.,divorced,no,no,no,nonexistent,1
admin.,single,no,yes,no,nonexistent,0
blue-collar,married,unknown,no,no,nonexistent,0
housemaid,married,no,yes,no,nonexistent,0
services,divorced,no,yes,no,nonexistent,0
technician,divorced,unknown,unknown,unknown,nonexistent,0
admin.,married,no,yes,no,nonexistent,0
services,married,no,yes,no,nonexistent,0
blue-collar,single,no,no,no,nonexistent,0
admin.,single,no,no,no,nonexistent,0
technician,divorced,no,yes,no,nonexistent,0
admin.,married,no,yes,no,failure,0
admin.,married,no,no,no,nonexistent,0
retired,married,no,yes,no,nonexistent,1
retired,married,no,yes,no,nonexistent,1
technician,married,no,yes,no,nonexistent,0
services,married,no,unknown,unknown,failure,0
entrepreneur,married,no,yes,no,nonexistent,1
admin.,married,no,no,no,nonexistent,0
services,married,no,yes,yes,nonexistent,0
admin.,divorced,no,no,no,nonexistent,0
management,married,no,yes,yes,nonexistent,0
housemaid,married,no,yes,no,nonexistent,0
blue-collar,married,unknown,no,no,nonexistent,0
admin.,married,no,yes,no,nonexistent,0
admin.,single,no,no,no,nonexistent,0
services,single,no,no,no,nonexistent,0
admin.,single,no,no,no,nonexistent,0
services,married,no,yes,no,nonexistent,0
retired,divorced,no,yes,no,nonexistent,0
admin.,single,no,no,no,nonexistent,1
admin.,single,no,no,yes,nonexistent,0
blue-collar,married,unknown,yes,no,nonexistent,0
blue-collar,married,no,yes,yes,nonexistent,0
technician,married,no,yes,no,nonexistent,0
admin.,married,unknown,yes,no,nonexistent,0
technician,single,no,yes,no,success,1
blue-collar,married,no,yes,yes,nonexistent,0
housemaid,single,unknown,yes,no,nonexistent,0
admin.,married,no,yes,no,nonexistent,0
services,divorced,no,yes,no,nonexistent,0
admin.,married,no,yes,no,nonexistent,0
services,single,no,yes,yes,failure,0
entrepreneur,single,no,yes,no,nonexistent,0
blue-collar,married,no,yes,no,nonexistent,0
admin.,married,no,yes,yes,nonexistent,0
technician,married,no,yes,no,nonexistent,0
blue-collar,married,unknown,yes,no,nonexistent,0
services,married,no,no,yes,success,1
blue-collar,married,no,yes,no,failure,0
technician,single,no,yes,no,nonexistent,1
admin.,married,no,yes,no,nonexistent,0
self-employed,single,no,yes,yes,failure,0
blue-collar,married,no,yes,yes,nonexistent,0
entrepreneur,married,no,yes,no,failure,0
technician,married,no,yes,no,nonexistent,0
blue-collar,married,unknown,no,no,nonexistent,0
services,married,unknown,yes,no,nonexistent,0
